15,2
97,2
231,2
243,2
283,2
292,2
400,2
429,2
529,2
536,2
549,2
603,2
629,2
639,2
672,2
701,2
703,2
746,2
784,2
820,2
843,2
888,2
912,2
957,2
1013,2
1050,0
1067,0
1077,0
1085,0
1086,0
1159,2
1161,2
1182,2
1185,2
1203,0
1284,0
1304,0
1306,0
1351,0
1408,2
1412,2
1458,2
1510,2
1531,2
1545,2
1547,2
1548,2
1578,2
1588,2
1618,0
1647,0
1659,0
1668,0
1673,0
1680,0
1706,0
1725,0
1737,0
1763,0
1778,0
1788,2
1824,2
1892,2
1896,2
1944,2
2004,2
2014,2
2046,2
2060,0
2110,0
2139,2
2155,2
2161,2
2162,2
2217,2
2231,2
2233,2
2240,2
2270,2
2278,2
2294,2
2322,2
2327,2
2387,2
2396,0
2433,2
2442,2
2517,2
2520,2
2538,2
2582,2
2597,2
2601,2
2625,2
2629,2
2660,2
2666,2
2676,0
2678,0
2687,0
