26,2
49,0
58,0
80,2
112,2
115,2
121,2
180,2
223,2
235,2
236,2
288,2
339,2
372,2
477,2
487,2
491,2
497,2
587,2
588,2
604,2
605,2
614,2
659,2
671,2
716,0
742,2
797,0
834,2
909,2
935,2
938,2
957,2
999,2
1008,2
1021,2
1034,2
1036,0
1108,0
1111,0
1116,0
1137,0
1219,2
1227,2
1381,2
1425,0
1431,0
1442,2
1446,2
1489,0
1541,2
1553,2
1575,2
1627,0
1664,0
1666,0
1690,2
1693,2
1728,0
1783,0
1788,0
1826,2
1836,2
1846,0
1873,2
1901,0
1942,0
1952,0
1959,0
1960,0
1969,0
1982,2
2013,0
2026,2
2070,0
2081,0
2113,0
2116,0
2161,0
2165,0
2172,2
2195,2
2272,0
2276,0
2390,2
2393,2
2427,0
2458,0
2490,0
2496,2
2536,0
2537,2
2553,0
2584,2
2622,2
2657,0
2662,0
2668,0
2670,0
2689,0
