1,2
45,0
68,2
83,2
86,2
115,2
133,2
140,2
146,2
171,2
221,0
225,0
285,0
326,0
332,0
334,0
361,0
383,2
395,2
449,0
478,0
479,0
510,2
519,2
554,2
556,2
562,2
565,2
615,2
666,0
729,0
761,0
797,0
813,0
893,0
898,0
939,0
978,0
1076,0
1125,0
1201,0
1204,0
1261,0
1294,0
1307,2
1321,2
1323,2
1344,2
1347,2
1386,2
1424,0
1446,2
1454,2
1491,0
1509,0
1525,0
1549,2
1551,2
1566,2
1569,2
1582,2
1653,2
1659,0
1676,0
1690,0
1700,0
1715,0
1728,0
1750,0
1784,0
1789,0
1799,0
1876,2
1967,2
1970,2
1992,0
1994,0
2076,0
2121,0
2163,0
2273,0
2281,0
2303,2
2306,2
2319,2
2323,2
2329,2
2336,2
2359,2
2405,0
2425,0
2432,0
2506,2
2514,2
2522,2
2535,2
2559,0
2652,0
2657,0
2672,0
