40,2
64,2
80,2
94,2
161,2
207,2
248,0
296,0
326,0
338,0
357,2
358,2
423,0
461,0
473,0
521,2
549,2
550,2
575,2
584,2
588,2
685,2
725,2
726,2
751,2
752,2
756,2
775,2
900,2
917,2
925,2
926,2
1024,2
1026,2
1033,2
1078,2
1101,2
1117,2
1125,2
1136,2
1169,2
1181,2
1196,2
1247,2
1267,2
1273,2
1275,2
1280,2
1283,2
1286,2
1326,2
1357,2
1414,2
1466,2
1469,0
1471,0
1499,2
1511,0
1532,0
1572,2
1640,2
1643,2
1664,2
1723,0
1745,0
1776,2
1799,2
1833,0
1838,0
1883,0
1929,0
1952,0
1995,2
2046,2
2084,2
2093,2
2122,2
2226,0
2231,0
2235,0
2244,0
2250,2
2254,2
2259,2
2285,2
2312,0
2362,2
2402,2
2429,2
2462,2
2498,2
2550,2
2559,2
2584,2
2590,2
2615,2
2634,2
2660,2
2664,2
2676,2
