14,0
84,0
85,0
121,0
131,0
140,0
144,0
299,0
340,0
362,0
442,0
543,0
556,0
593,0
612,2
619,0
627,0
649,0
679,0
680,0
683,2
698,2
716,0
718,0
732,0
750,0
751,0
754,0
768,0
781,0
802,0
819,2
821,2
876,2
880,2
892,2
903,2
907,2
917,2
954,0
1015,0
1016,0
1028,0
1033,0
1036,0
1063,2
1098,2
1139,0
1232,0
1240,0
1285,0
1332,0
1356,2
1359,2
1429,0
1457,0
1471,0
1508,2
1511,0
1530,2
1533,2
1554,0
1555,0
1596,0
1619,0
1642,0
1674,0
1677,0
1729,2
1734,0
1764,1
1785,1
1797,0
1806,0
1809,0
1849,0
1896,0
1914,0
1915,0
1941,2
2036,2
2061,2
2124,0
2166,0
2195,2
2202,2
2205,0
2224,0
2229,0
2286,2
2301,0
2309,0
2393,0
2436,0
2591,0
2643,0
2662,0
2663,0
2690,2
2695,0
