16	0
37	0
74	0
93	0
146	0
299	0
306	0
324	1
388	0
414	0
438	0
469	0
482	0
504	0
536	0
537	2
559	2
577	0
667	0
672	0
743	0
747	0
805	0
873	2
890	0
896	0
903	0
912	0
923	0
935	0
947	0
963	0
1013	0
1027	0
1043	0
1054	0
1114	0
1160	0
1164	0
1218	2
1220	0
1223	0
1279	0
1300	0
1340	0
1343	0
1352	0
1353	0
1377	0
1379	0
1407	0
1412	0
1435	0
1441	0
1452	0
1486	0
1550	2
1551	2
1552	2
1609	0
1644	0
1688	0
1689	0
1803	0
1815	0
1913	0
1951	0
1991	0
1993	0
2000	0
2027	0
2090	0
2098	0
2108	0
2138	0
2148	0
2154	0
2165	0
2183	0
2186	0
2206	0
2226	0
2243	0
2292	2
2296	2
2299	0
2332	0
2351	0
2391	0
2402	0
2434	0
2464	0
2499	0
2556	0
2568	0
2591	0
2636	0
2658	0
2674	0
2680	0
