2,2
24,2
38,2
39,2
75,2
78,2
139,2
198,2
229,2
235,2
277,2
307,2
315,2
353,2
363,0
414,0
446,2
457,0
487,2
496,2
510,2
515,2
526,2
558,2
582,2
617,2
638,0
693,0
697,0
721,0
795,0
799,0
809,0
810,0
813,0
878,2
904,2
910,2
940,2
1110,2
1133,2
1157,2
1194,2
1209,2
1216,2
1249,2
1266,2
1270,2
1338,0
1390,2
1409,2
1410,2
1434,2
1437,2
1471,2
1497,0
1506,2
1545,2
1577,2
1610,2
1644,0
1711,2
1758,2
1780,2
1836,2
1852,2
1874,0
1904,2
1967,0
1978,0
1980,0
2012,2
2014,2
2031,2
2071,0
2109,2
2138,2
2183,2
2186,2
2220,2
2237,0
2272,0
2323,2
2374,0
2391,2
2393,2
2416,0
2427,0
2433,0
2447,0
2477,2
2481,2
2484,2
2498,2
2499,2
2535,2
2565,2
2579,2
2617,0
2691,0
