10,2
21,2
30,2
33,2
44,2
91,2
150,2
164,2
208,2
212,2
223,2
245,2
250,2
267,2
297,2
309,2
332,2
353,2
398,2
450,2
456,2
487,2
489,2
523,2
550,2
567,2
582,2
583,2
592,2
662,2
708,2
724,2
773,2
783,2
829,2
831,2
865,2
887,2
900,2
921,2
934,2
994,2
1019,2
1068,2
1077,2
1086,2
1097,2
1123,2
1162,2
1195,2
1206,2
1291,2
1292,2
1294,2
1379,2
1381,2
1388,2
1395,2
1405,2
1429,2
1441,2
1472,2
1485,2
1527,2
1565,2
1624,2
1627,2
1691,2
1709,2
1734,2
1795,0
1831,2
1838,2
1842,2
1859,2
1870,2
1921,0
1967,0
2010,0
2099,0
2138,2
2142,2
2265,2
2266,2
2285,2
2378,2
2394,2
2425,2
2431,2
2444,2
2462,2
2465,2
2510,2
2519,2
2556,0
2566,0
2568,0
2569,0
2588,0
2652,2
