12,2
19,2
89,2
96,2
128,2
182,2
192,2
197,2
205,2
239,2
241,2
302,0
343,0
354,0
364,0
380,0
391,0
416,0
420,0
442,0
448,0
506,0
514,0
519,0
520,0
529,0
542,0
585,0
610,0
663,0
669,0
678,0
708,2
729,2
812,0
835,0
844,0
866,0
886,0
950,0
964,2
966,2
1028,2
1038,2
1057,2
1178,0
1210,0
1266,0
1291,0
1303,0
1311,0
1318,2
1353,2
1368,2
1369,2
1426,2
1461,2
1550,2
1552,0
1554,0
1603,0
1605,0
1639,0
1649,0
1671,2
1704,2
1723,2
1784,0
1796,0
1809,0
1843,0
1846,0
1926,2
1943,2
1951,2
1973,2
1997,2
2008,2
2017,2
2041,2
2052,2
2064,2
2067,2
2081,2
2092,2
2142,2
2211,2
2305,2
2334,2
2370,2
2450,2
2452,2
2453,2
2454,2
2468,2
2499,2
2535,0
2542,0
2603,2
2682,2
