21,2
100,0
160,0
199,2
208,2
232,2
233,2
247,1
249,1
266,0
271,0
283,0
293,0
296,2
303,2
338,0
341,0
351,0
362,0
383,0
409,0
448,0
454,0
460,0
497,0
506,2
529,2
555,2
556,2
572,2
587,2
618,2
634,2
640,2
677,2
696,2
718,2
736,2
787,2
793,2
846,0
852,2
854,0
857,2
989,2
992,2
996,2
1048,0
1069,2
1071,0
1085,0
1086,0
1094,2
1142,0
1159,0
1167,0
1168,0
1219,0
1308,0
1316,0
1433,0
1434,0
1489,0
1500,0
1506,0
1574,0
1614,0
1629,0
1646,0
1680,0
1705,2
1733,0
1769,2
1770,2
1817,0
1847,0
1849,0
1875,0
1880,2
1898,2
1908,2
1951,2
1984,2
1998,2
2046,2
2076,2
2084,2
2086,2
2111,2
2117,2
2131,2
2154,2
2340,2
2410,0
2467,0
2521,2
2603,0
2620,0
2653,0
2667,0
