11,0
36,0
99,0
113,0
176,0
183,0
184,0
187,0
189,0
206,0
229,0
241,0
295,0
316,0
324,0
333,0
381,0
384,0
484,0
580,0
611,0
647,0
649,0
752,0
781,0
815,0
831,0
906,0
912,0
941,0
954,0
988,0
1009,0
1024,0
1051,0
1087,0
1106,0
1133,0
1164,0
1196,0
1232,0
1262,0
1279,2
1294,0
1317,2
1338,2
1340,2
1344,2
1362,2
1370,0
1377,0
1379,0
1433,0
1444,1
1470,2
1475,2
1523,2
1536,2
1542,0
1577,0
1613,0
1697,0
1758,0
1761,0
1788,0
1804,0
1812,0
1849,0
1887,0
1914,0
1928,0
1930,0
1945,0
1999,0
2006,0
2008,0
2052,0
2093,0
2208,0
2230,0
2235,0
2265,0
2333,0
2334,0
2358,0
2362,0
2363,0
2366,0
2369,0
2426,0
2427,0
2429,0
2443,2
2491,0
2523,0
2527,0
2619,0
2666,0
2693,0
2699,0
