77,0
78,0
82,0
101,0
114,0
160,0
192,0
230,2
266,0
288,0
300,0
317,0
368,0
453,0
460,0
493,0
499,0
525,0
534,0
560,0
598,0
609,0
614,0
622,0
625,0
640,0
647,0
696,0
707,0
708,0
801,0
813,0
839,0
860,2
902,0
905,0
946,0
992,0
1067,0
1103,0
1145,0
1161,0
1176,2
1184,2
1238,0
1271,0
1295,0
1319,0
1320,0
1322,2
1334,0
1350,0
1351,2
1371,2
1407,0
1408,0
1438,0
1476,2
1485,2
1557,2
1562,2
1585,2
1606,2
1627,2
1646,2
1667,0
1680,0
1684,0
1765,2
1833,2
1835,2
1841,2
1886,1
1920,1
1924,1
1930,1
1947,0
1971,0
2009,0
2103,0
2149,2
2162,2
2174,2
2279,2
2320,2
2365,2
2389,2
2393,2
2405,2
2440,2
2442,2
2443,0
2465,0
2493,0
2507,2
2535,2
2600,2
2642,2
2645,2
2667,2
