12,2
70,2
72,2
94,2
99,2
141,2
179,2
206,2
228,2
251,2
290,2
300,2
307,2
344,2
386,2
399,2
411,2
419,2
425,2
526,0
668,2
674,2
684,2
685,2
696,2
757,2
782,2
793,2
838,2
885,2
912,2
926,2
957,2
993,2
1016,2
1028,2
1069,2
1075,2
1094,2
1097,2
1109,2
1153,0
1167,0
1174,0
1207,0
1249,0
1289,2
1298,2
1326,2
1328,2
1339,2
1348,2
1368,2
1438,0
1442,0
1486,2
1533,2
1562,2
1617,2
1621,2
1631,2
1684,2
1730,2
1755,2
1759,2
1812,0
1832,0
1834,2
1903,2
1920,2
1935,2
1961,2
1968,2
1982,2
2034,2
2042,2
2067,2
2079,2
2087,0
2107,0
2115,0
2143,2
2154,2
2157,2
2228,2
2240,0
2251,0
2257,2
2276,2
2378,0
2380,0
2429,2
2511,2
2531,2
2546,2
2547,2
2605,2
2616,2
2630,2
2642,2
