6,0
12,0
30,0
82,0
92,0
109,0
127,0
234,0
359,0
379,0
384,0
469,0
496,0
505,0
521,0
536,0
559,0
658,0
669,0
690,0
702,0
723,0
740,0
742,0
798,0
804,0
806,0
809,0
814,0
834,0
893,0
926,0
977,0
1006,0
1018,0
1019,0
1026,0
1075,0
1079,0
1146,0
1226,0
1252,0
1261,0
1350,0
1408,0
1427,0
1438,0
1459,0
1472,0
1527,0
1556,0
1560,0
1591,0
1616,0
1640,0
1712,0
1820,0
1833,0
1840,0
1857,0
1875,0
1881,0
1885,0
1901,0
1904,0
1914,0
1926,0
1930,0
1975,0
1977,0
2013,0
2016,0
2017,0
2030,0
2040,0
2067,0
2080,0
2082,0
2137,0
2151,0
2268,0
2269,0
2288,0
2319,0
2350,0
2381,0
2403,0
2417,0
2423,0
2427,0
2466,0
2470,0
2501,2
2508,2
2570,2
2599,0
2623,0
2628,0
2671,0
2687,2
