3,0
18,0
90,0
96,0
183,0
185,2
245,0
246,0
285,0
321,0
322,2
412,0
414,0
474,0
509,2
517,2
564,2
604,2
637,0
649,0
655,0
687,2
692,2
714,2
719,2
726,2
758,2
776,0
780,0
858,0
862,0
870,2
877,2
921,0
930,0
945,0
1044,2
1100,0
1123,0
1143,0
1145,0
1149,0
1188,0
1215,2
1235,2
1238,2
1244,0
1248,0
1272,0
1278,2
1398,0
1423,0
1433,0
1434,2
1459,2
1475,2
1555,2
1572,2
1625,2
1639,2
1649,2
1656,2
1716,2
1721,0
1724,0
1739,2
1742,2
1748,2
1767,2
1787,2
1803,2
1813,2
1823,2
1825,2
1833,2
1845,2
1876,0
1889,0
1915,0
1939,0
1948,0
1993,2
2066,0
2079,0
2102,0
2107,2
2118,0
2213,2
2248,0
2273,0
2279,2
2348,2
2363,2
2473,2
2477,2
2537,2
2547,0
2551,0
2585,0
2615,0
