16,2
164,2
180,2
226,2
227,2
241,2
276,2
283,2
331,2
334,2
337,2
360,2
411,0
412,0
419,0
427,0
450,2
557,2
562,2
629,2
632,2
637,2
638,2
685,2
707,2
760,2
768,2
804,0
805,0
823,2
858,2
859,0
880,0
911,0
914,0
937,2
955,2
975,2
1010,2
1048,0
1110,0
1190,2
1203,2
1226,2
1239,2
1254,0
1276,2
1298,2
1314,2
1365,0
1373,0
1432,2
1434,2
1456,2
1462,2
1480,2
1520,2
1550,0
1564,0
1585,0
1612,2
1642,2
1661,2
1672,2
1784,2
1806,2
1829,2
1849,0
1892,0
1905,2
1913,20
1924,0
1937,0
1969,2
1986,2
2002,0
2011,0
2022,0
2073,2
2132,2
2133,2
2175,0
2207,2
2238,2
2244,2
2272,2
2321,2
2324,2
2327,2
2371,0
2378,0
2434,0
2438,0
2524,0
2571,0
2580,0
2586,0
2589,0
2649,0
2658,0
